page,supplier_title,supplier_note,source_url,filename,archive_status,archive_relative_path,bytes,sha256,content_type
1,Ambre miel A 04-05mm,L'Ambre est chauffé à 130°C afin d'enlever les bulles d'air à l'intérieur pour retirer les fissures. C'est un traitement normal pour renforcer l'ambre naturel.,https://camille-ambiance-nature.fr/uploads/certificats/ambre-miel-A-04-05mm-69d4f7a197fec.png,ambre-miel-A-04-05mm-69d4f7a197fec.png,downloaded,documents/ambre-miel-A-04-05mm-69d4f7a197fec.png,86384,7027b11a90906a0ee2cc987a3aa23a78d3653ea7dc71f052fc03c3a93feb4096,image/png
1,Amphibole A 06mm,,https://camille-ambiance-nature.fr/uploads/certificats/Amphibole-A-06mm-6397364f84249.jpg,Amphibole-A-06mm-6397364f84249.jpg,downloaded,documents/Amphibole-A-06mm-6397364f84249.jpg,30213,0a47fef8e6141d80106a6df1100c48797a259e3aaf1c82709189dd6242c1f45f,image/jpeg
1,Amphibole A 08mm,,https://camille-ambiance-nature.fr/uploads/certificats/Amphibole-A-08mm-639736575adfa.jpg,Amphibole-A-08mm-639736575adfa.jpg,downloaded,documents/Amphibole-A-08mm-639736575adfa.jpg,26356,fee3f5b2a7aac0ffab1bfe7fdde0cdcf0286b6e7cdfe96a38ab843455324517d,image/jpeg
2,Améthyste 06mm,,https://camille-ambiance-nature.fr/uploads/certificats/amethyste-06mm-690c69953cf1f.png,amethyste-06mm-690c69953cf1f.png,downloaded,documents/amethyste-06mm-690c69953cf1f.png,82115,f2118347d463c74124286b8a127da1ce81db30c24ff1d068fa513ffbee871537,image/png
2,Améthyste 08mm,,https://camille-ambiance-nature.fr/uploads/certificats/Amethyste-08mm-690c731ec6c02.png,Amethyste-08mm-690c731ec6c02.png,downloaded,documents/Amethyste-08mm-690c731ec6c02.png,88244,30aa242ecf5e5fa89230e69e5a650a300eb1c6863410ceec863946d7d4f4c197,image/png
2,Améthyste lavande 08mm,L’imprégnation de polymères permet de renforcer une pierre poreuse à l’état naturel. Ceci n’altère en rien la qualité du produit.,https://camille-ambiance-nature.fr/uploads/certificats/Amethyste-lavande-08mm-690c646a92067.png,Amethyste-lavande-08mm-690c646a92067.png,downloaded,documents/Amethyste-lavande-08mm-690c646a92067.png,82854,b5cd686c0b768a89adfe72a47f474f846402a920b3c94df5a21873547b80983e,image/png
2,Amétrine 06mm,,https://camille-ambiance-nature.fr/uploads/certificats/Ametrine-A-06mm-6532328a3f150.jpg,Ametrine-A-06mm-6532328a3f150.jpg,downloaded,documents/Ametrine-A-06mm-6532328a3f150.jpg,29437,4f3dd7f5aa1fe1863b06b8ff836bb3ac16eb14faf3e766cd2fe0e08404204e4a,image/jpeg
2,Amétrine 08mm,,https://camille-ambiance-nature.fr/uploads/certificats/Ametrine-60c738f724cc1.jpg,Ametrine-60c738f724cc1.jpg,downloaded,documents/Ametrine-60c738f724cc1.jpg,39430,74ac19c0620a0b594b940d6eeb96b0f92a38f7bd66841b1740b525bf1a0c2943,image/jpeg
2,Angélite 06mm,L’imprégnation de polymères permet de renforcer une pierre poreuse à l’état naturel. Ceci n’altère en rien la qualité du produit.,https://camille-ambiance-nature.fr/uploads/certificats/Angelite-A-06mm-667549f19d2e8.jpg,Angelite-A-06mm-667549f19d2e8.jpg,downloaded,documents/Angelite-A-06mm-667549f19d2e8.jpg,34133,0c7bb35f2df2308d4007fe301315b3373943560d2426902a136fe46f092db85f,image/jpeg
2,Angélite 08mm,,https://camille-ambiance-nature.fr/uploads/certificats/angelite-A-08mm-69d4f7dc16bf7.png,angelite-A-08mm-69d4f7dc16bf7.png,downloaded,documents/angelite-A-08mm-69d4f7dc16bf7.png,88340,3e3155bfd95b5f92ea3d5dd98d775745d5988ad24a87ecefeef57bec55eff265,image/png
2,Apatite Bleue 04mm,L’imprégnation de polymères permet de renforcer une pierre poreuse à l’état naturel. Ceci n’altère en rien la qualité du produit.,https://camille-ambiance-nature.fr/uploads/certificats/apatite-bleue-AA-04mm-67c032a25dc7e.png,apatite-bleue-AA-04mm-67c032a25dc7e.png,downloaded,documents/apatite-bleue-AA-04mm-67c032a25dc7e.png,94752,0fec631c776ef5838819b6855322d269d6aee28afd5d59ac4b9658f8a893c584,image/png
2,Apatite Bleue 06mm,L’imprégnation de polymères permet de renforcer une pierre poreuse à l’état naturel. Ceci n’altère en rien la qualité du produit.,https://camille-ambiance-nature.fr/uploads/certificats/apatite-bleue-06mm-690c6a1def234.png,apatite-bleue-06mm-690c6a1def234.png,downloaded,documents/apatite-bleue-06mm-690c6a1def234.png,80547,6746ea38546fc52c31d8c45e22fb4477710ce836ca1b015f3296754e9181ee9f,image/png
2,Apatite Bleue 08mm,,https://camille-ambiance-nature.fr/uploads/certificats/apatite-bleue-08mm-69d4f82f3bce3.png,apatite-bleue-08mm-69d4f82f3bce3.png,downloaded,documents/apatite-bleue-08mm-69d4f82f3bce3.png,86950,8e61bee1bdc263f69e133862c32ad4857caf6746d2be65d9af6ad1600850e58e,image/png
2,Apatite Bleue 12mm,L’imprégnation de polymères permet de renforcer une pierre poreuse à l’état naturel. Ceci n’altère en rien la qualité du produit.,https://camille-ambiance-nature.fr/uploads/certificats/apatite-bleue-12mm-690c7f7f36306.png,apatite-bleue-12mm-690c7f7f36306.png,downloaded,documents/apatite-bleue-12mm-690c7f7f36306.png,84372,ec9541b2cdfbdb5f943f467cbe48145f2878d0d81c4442b07e000fc17a8f44c6,image/png
2,Apatite Verte 04mm,L’imprégnation de polymères permet de renforcer une pierre poreuse à l’état naturel. Ceci n’altère en rien la qualité du produit.,https://camille-ambiance-nature.fr/uploads/certificats/Apatite-Verte-A-04mm-653232a27cd16.jpg,Apatite-Verte-A-04mm-653232a27cd16.jpg,downloaded,documents/Apatite-Verte-A-04mm-653232a27cd16.jpg,28214,549c30eca3d791ca352735bd58ada3b6fb7e23c0b40d175944f8315faa4e316a,image/jpeg
2,Apatite Verte 06mm,L’imprégnation de résine permet de renforcer une pierre poreuse à l’état naturel. Ceci n’altère en rien la qualité du produit.,https://camille-ambiance-nature.fr/uploads/certificats/apatite-verte-06mm-69d4f8a28db17.png,apatite-verte-06mm-69d4f8a28db17.png,downloaded,documents/apatite-verte-06mm-69d4f8a28db17.png,85919,b7a4bd47e16a2c60f28cf789bf30905d0952a67f8b0829332b3125d6534b225c,image/png
